Name,PS1 Obs 1 Date,Date Row Last Modified,Aliases,Host Galaxy,SN RA,Dec (2000),Host RA,Host Dec (2000),"Host Galaxy Mag
(approx.)",Redshift position,Redshift origin,Heliocentric Redshift,Uncertainty,Original Reported Redshift,"Redshift 
Difference","Max light
(in Found_fits.fitres)",Good Spec @max?,Spectra Taken (dates),Kyle has SN spec?,Kyle has host spec?,Useful Link,Link to Spectroscopic Report,Notes,
PS15cze,12/4/15,8/25/17,,2MASX J03472342+0052316,47:23.4,+00:52:37.9,47:23.4,+00:52:31.6,,Host Nucleus,SDSS DR13,0.0393708,0.0000205,0.039,0.0003708,12/8/15,,12/3/15,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1034723431005237800/,https://dr13.sdss.org/optical/spectrum/view?plateid=1242&mjd=52901&fiberid=333&run2d=26,,
ASASSN-15tg,12/2/15,8/25/17,"2016dsn, Gaia16afu",GALEXASC J002041.66+251341.1,20:41.1,+25:13:44.61,20:41.7,+25:13:41.1,,Uncertain,ALFALFA,0.035615,0.000057,0.03561,0.000005,12/5/15,,12/1/15,yes,no,http://www.astronomerstelegram.org/?read=8347,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=175535366&objname=GALEXASC%20J002041.66%2B251341.1&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PSNJ0309425,12/1/15,8/25/17,"PS15dqn, 2015az",IC 0290,09:42.5,+40:58:29.4,09:42.7,+40:58:27.19,,Systemic,CfA redshift survey,0.020117,0.000097,0.02,0.000117,12/6/15,,11/30/15,yes,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1030942541405829400/,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=58254&objname=IC%200290&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15cwx,11/23/15,8/25/17,,2MFGC 04279,14:47.8,+07:03:01.3,14:47.9,02:53.2,,Host Nucleus,SOAR spectra,0.0300646,0.0001089,0.046,0.0159354,11/22/15,,11/19/15,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1051447801070301300/,None,suspect redshift,
CSS151120-0,11/23/15,8/25/17,,Unlisted,45:25.7,-19:01:57.5,N/A,N/A,,Host Nucleus,SOAR spectra,0.07192,0.0006,0.073,0.00108,11/24/15,,11/21/15,yes,yes,http://www.astronomerstelegram.org/?read=8320,http://www.astronomerstelegram.org/?read=8320,z updated from Foundation Paper,
PSNJ0107203,11/18/15,8/25/17,"2015ar, CSS151130:010720+322359",NGC 0383,07:20.4,23:59.8,07:24.9,+32:24:45.22,,Uncertain,2000MNRAS.313..469S,0.017005,0.000039,0.017,0.000005,11/25/15,,,yes,no,https://wis-tns.weizmann.ac.il/object/2015ar,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=55276&objname=NGC%200383&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15ss,11/16/15,2/22/18,,MCG -02-16-004,12:33.4,-14:15:26.94,12:34.9,-14:15:28.01,,Uncertain,2MASS,0.035558,0.000117,0.035558,0,11/12/15,,uncertain,yes,no,http://www.astronomerstelegram.org/?read=8273,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=13352&objname=MCG%20-02-16-004&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15so,11/15/15,8/25/17,,NGC 3583,14:11.0,+48:19:07.24,14:10.9,+48:19:06.67,,Host Nucleus,SDSS DR13,0.0070224,0.0000106,0.007125,0.00010265,11/19/15,,11/8/15,yes,no,http://www.astronomerstelegram.org/?read=8256,https://dr13.sdss.org/optical/spectrum/view?plateid=965&mjd=52438&fiberid=305&run2d=26,,
PS15coh,11/1/15,8/25/17,ASASSN-15rw,SDSS J021558.44+121415.2,15:58.4,+12:14:13.6,15:58.4,+12:14:15.2,,Host Lines from SN Position,FLWO 1.5-m + FAST,0.018837,0.00007,0.02,0.001163,11/3/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1021558441121413600/,http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237649952799129671,,
ASASSN-15sf,11/1/15,8/25/17,,GALEXASC J001127.51-062549.8,11:27.6,-06:25:38.4,11:27.5,-06:25:49.8,,Host Nucleus,KPNO,0.02468,0.001,0.027,0.00232,11/7/15,,,yes,yes,http://www.astronomerstelegram.org/?read=8226,None,,
PS15cms,10/28/15,8/25/17,,,58:35.1,+00:44:34.8,58:35.4,44:33.9,,Host Nucleus,SDSS DR1,0.06479,0.000027,,0.06479,10/31/15,,,no,no,,,Not listed in catalog,
ASASSN-15sb,10/27/15,8/2/17,,2MFGC 04848,00:48.1,-15:23:57.26,00:48.1,-15:23:57.44,,Systemic,6dF Galaxy Survey DR3,0.022712,0.00015,0.022712,0,10/27/15,,,no,no,http://www.astronomerstelegram.org/?read=8217,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=315133&objname=2MFGC%2004848&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15cku,10/21/15,8/25/17,LSQ15bgi,2MASX J01242239+0335168,24:22.5,+03:35:15.2,24:22.4,+03:35:16.8,,Host Lines from SN Position,SOAR spectra,0.0232732,0.00007,0.023,0.0002732,10/24/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1012422531033515200/,None,,
PS15cfn,10/12/15,8/25/17,,APMUKS(BJ) B215635.04-212137.1,59:22.0,-21:07:10.7,59:22.0,-21:07:13.5,,Host Lines from SN Position,SOAR spectra,0.1105695,0.00015,0.11,0.0005695,10/14/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1215921970210710800/,None,,
PS15cge,10/12/15,8/30/17,,2MASX J23352102+0110271,35:20.9,+01:10:32.4,35:21.0,+01:10:27.1,,Host Nucleus,SDSS DR13,0.0851914,0.0000115,0.085,0.0001914,10/20/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1233520891011032400/,https://dr13.sdss.org/optical/spectrum/view?plateid=384&mjd=51821&fiberid=565&run2d=26,,
ASASSN-15py,10/3/15,8/2/17,,SDSS J080519.59+225751.1,05:19.5,+22:57:49.59,05:19.6,+22:57:51.1,,Host Nucleus,SDSS DR13,0.044735,0.0000111,0.044743,0.000008,9/23/15,,,no,no,http://www.astronomerstelegram.org/?read=8098,https://dr13.sdss.org/optical/spectrum/view?plateid=1584&mjd=52943&fiberid=386&run2d=26,,
PSNJ0252467,9/23/15,2/3/17,,UGC 02351,52:46.7,+46:56:47.0,52:44.4,+46:56:17.30,,Systemic,21 cm observations,0.028086,0.000028,0.0281,0.000014,9/24/15,,,no,no,http://www.cbat.eps.harvard.edu/unconf/followups/J02524671+4656470.html,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=8057&objname=UGC%2002351&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15pr,9/21/15,2/2/17,,2MASX J23063962-1234238,06:39.5,-12:34:22.39,06:39.6,-12:34:23.8,,Systemic,6dF Galaxy Survey DR3,0.033093,0.00015,0.033093,0,9/18/15,,,no,no,http://www.astronomerstelegram.org/?read=8051,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=3686662&objname=2MASX%20J23063962-1234238&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15bzz,9/19/15,8/25/17,,SDSS J003741.69+014547.1,37:41.9,+01:45:46.0,37:41.7,+01:45:47.1,,Host Nucleus,SDSS DR12,0.08024,0.00001,0.08,0.00024,9/19/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1003741941014546000/,http://dr12.sdss3.org/spectrumDetail?plateid=4304&mjd=55506&fiber=434,,
PSNJ2352371,9/19/15,7/12/17,PS15cut,UGC 12822,52:37.2,+14:33:8.8,52:36.4,+14:33:05.22,,Host Nucleus,SDSS DR13,0.0264825,0.0000076,0.0266,0.0001175,9/18/15,,,no,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1235237151143308900/,https://dr13.sdss.org/optical/spectrum/view?plateid=749&mjd=52226&fiberid=181&run2d=26,,
ASASSN-15pn,9/12/15,7/12/17,,SDSS J040326.23-052930.6,03:26.3,-05:29:31.30,03:26.2,-05:29:30.6,,Host Nucleus,SDSS DR13,0.0383575,0.000005,0.038393,0.0000355,9/14/15,,,no,no,http://www.astronomerstelegram.org/?read=8041,https://dr13.sdss.org/optical/spectrum/view?plateid=465&mjd=51910&fiberid=328&run2d=26,,
ASASSN-15pm,9/12/15,2/22/18,,2MASX J01383676-0440581,38:36.1,-04:40:48.04,38:36.8,-04:40:58.1,,Systemic,6dF Galaxy Survey DR3,0.048784,0.00015,0.048784,0,9/13/15,,10/11/15,yes,no,http://www.astronomerstelegram.org/?read=8041,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=3691124&objname=2MASX%20J01383676-0440581&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15bwh,9/11/15,8/25/17,,Unlisted,30:34.6,-18:53:29.5,30:34.7,-18:53:30.43,,Host Nucleus,Keck spectra,0.072671,0.00043,0.07,0.002671,9/13/15,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1233034600185329500/,None,z updated from Foundation Paper,
PSNJ23102264+0735202,9/9/15,8/2/17,,NGC 7499,10:22.6,+07:35:20.2,10:22.4,+07:34:50.41,,Systemic,CfA redshift survey,0.03915,0.000093,0.046,0.00685,9/16/15,,,no,no,http://www.astronomerstelegram.org/?read=8016,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=53183&objname=NGC%207499&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15bst,8/28/15,8/25/17,,GALEXASC J233401.02-131743.5,34:01.0,-13:17:45.4,34:01.0,-13:17:43.5,,Host Lines from SN position,SOAR spectra,0.0884992,0.0001708,0.09,0.0015008,8/24/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1233401020131745300/,None,,
PS15brr,8/28/15,2/22/18,,APMUKS(BJ) B235051.85-155603.8,53:26.2,-15:39:22,50:51.9,-15:56:03.8,,Host Nucleus,SOAR spectra,0.0518042,0.0000892,0.058,0.0061958,8/24/15,,10/11/15,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1235325540153916300/,None,,
ASASSN-15od,8/21/15,2/22/18,,MCG -01-07-004,23:13.2,-04:31:02.05,23:13.3,-04:31:01.60,,Host Nucleus,SDSS DR13,0.017603,0.000013,0.017989,0.000386,8/22/15,,8/21/15,yes,no,http://www.astronomerstelegram.org/?read=7907,https://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=6618&objname=MCG%20-01-07-004&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15bsq,8/21/15,8/30/17,,MCG -02-60-012,41:52.2,-08:38:16.4,41:52.6,-08:38:53.48,,Host Nucleus,SDSS DR13,0.0343042,0.0000173,0.034,0.0003042,,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1234152170083816500/,https://dr13.sdss.org/optical/spectrum/view?plateid=648&mjd=52559&fiberid=335&run2d=26,,
ASASSN-15oh,8/17/15,2/3/17,,MCG +06-49-027,30:42.0,+39:17:35.22,30:41.1,+39:17:30.91,,Uncertain,2MASS,0.016835,0.000107,0.016835,0,8/22/15,,,no,no,http://www.astronomerstelegram.org/?read=7911,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=51939&objname=MCG%20%2B06-49-027&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15nq,8/7/15,8/25/17,,2MFGC 13779,17:19.2,+33:27:43.27,17:18.8,+33:27:47.09,,Host Nucleus,SDSS DR13,0.0303602,0.000012,0.030418,0.0000578,8/13/15,,8/7/15,yes,yes,http://www.astronomerstelegram.org/?read=7880,https://dr13.sdss.org/optical/spectrum/view?plateid=2973&mjd=54591&fiberid=519&run2d=26,,
ASASSN-15np,8/7/15,1/11/18,,2MASX J15060265+0733415,06:02.7,+07:33:41.54,06:02.7,+07:33:41.5,,Host Nucleus,SDSS DR6,0.037683,0.000045,0.037688,0.000005,8/6/15,,8/6/15,yes,no,http://www.astronomerstelegram.org/?read=7878,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=115902&objname=2MASX%20J15060265%2B0733415&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15nr,8/7/15,2/22/18,,CGCG 082-031,26:41.8,+13:54:35.47,26:41.5,+13:54:34.60,,Systemic,Updated Zwicky Catalog,0.023206,0.000183,0.023206,0,8/16/15,,8/21/15,yes,no,http://www.astronomerstelegram.org/?read=7881,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=44802&objname=CGCG%20082-031&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15bjg,7/26/15,8/25/17,,2MASX J22551005-0024333,55:10.4,-00:24:36.9,55:10.1,-00:24:33.3,,Host Nucleus,SDSS DR13,0.068888,0.000012,0.069,0.000112,8/4/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1225510420002437000/,https://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=307459&objname=2MASX%20J22551005-0024333&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15bif,7/24/15,8/25/17,,Unlisted,20:17.8,-23:44:36.7,20:17.7,-23:44:38.37,,Host Lines from SN position,SOAR spectra,0.07937,0.000265,0.079,0.00037,7/31/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1202017770234436700/,None,,
PSNJ2043531,7/14/15,8/2/17,,NGC 6956,43:53.1,+12:30:30.4,43:53.7,+12:30:42.91,,Systemic,21 cm observations,0.015497,0.000017,0.0155,0.000003,7/23/15,,,no,no,http://www.astronomerstelegram.org/?read=7796,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=48951&objname=NGC%206956&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15mi,7/13/15,8/25/17,,Mrk 0283a,03:15.8,+41:36:14.36,03:15.9,+41:36:13.61,,Host Nucleus,SDSS DR13,0.0344225,0.000005,0.034446,0.0000235,7/17/15,,7/13/15,yes,no,http://www.astronomerstelegram.org/?read=7790,https://dr13.sdss.org/optical/spectrum/view?plateid=1346&mjd=52822&fiberid=4&run2d=26,"possible cluster, see Kyle for details",
PS15bbn,7/12/15,8/25/17,,Unlisted,03:57.5,+13:22:06.1,03:57.5,22:05.9,,Host Nucleus,Keck spectra,0.0371,0.00012,0.04,0.0029,7/10/15,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1210357511132206100/,None,,
ASASSN-15mg,7/12/15,8/25/17,,2MASX J15322270+4150586,32:22.8,+41:50:59.6,32:22.7,+41:50:58.6,,Host Nucleus,SDSS DR13,0.0427777,0.0000118,0.043,0.0002223,7/15/15,,7/10/15,yes,no,http://www.astronomerstelegram.org/?read=7780,https://dr13.sdss.org/optical/spectrum/view?plateid=1679&mjd=53149&fiberid=536&run2d=26,,
PS15bdr,7/12/15,8/25/17,,2MASX J16544931+3643391,54:49.4,+36:43:30.5,54:49.3,+36:43:39.1,,Host Nucleus,SDSS DR13,0.0709596,0.000014,0.07,0.0009596,7/13/15,,,no,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1165449421364330500/,https://dr13.sdss.org/optical/spectrum/view?plateid=5198&mjd=55823&fiberid=200&run2d=v5_9_0,,
ASASSN-15mf,7/9/15,8/25/17,,UGC 09108 NED02,14:22.8,+02:58:31.0,14:23.0,+02:58:31.58,,Host Nucleus,SDSS DR13,0.026039,0.000008,0.026,0.000039,7/9/15,,,yes,no,http://www.astronomerstelegram.org/?read=7775,https://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=2592064&objname=UGC%2009108%20NED02&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15lu,6/26/15,7/12/17,,SDSS J132112.88+401556.7,21:12.9,+40:15:56.44,21:12.9,+40:15:56.7,,Host Nucleus,SDSS DR13,0.0350544,0.0000088,0.035037,0.0000174,6/25/15,,,no,no,http://www.astronomerstelegram.org/?read=7698,https://dr13.sdss.org/optical/spectrum/view?plateid=1462&mjd=53112&fiberid=243&run2d=26,,
PS15asb,6/22/15,8/25/17,,Unlisted,20:20.3,-09:18:03.3,N/A,N/A,,Host Nucleus,Keck spectra,0.04863,0.00033,0.03,0.01863,6/21/15,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1142020320091803200/,None,z updated from Foundation Paper,
PS15atx,6/19/15,8/25/17,,2MASX J13031865-2303572,03:18.6,-23:03:56.8,03:18.6,-23:03:57.2,,Host Lines from SN Position,SALT spectra,0.0718807,0.0002678,0.072,0.0001193,6/15/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1130318580230356800/,None,,
ASASSN-15lg,6/19/15,8/25/17,,CGCG 044-042,15:32.8,+3:30:02.31,15:32.7,+03:30:02.81,,Host Nucleus,SDSS DR13,0.0201506,0.0000092,0.020317,0.0001664,6/23/15,,,yes,no,http://www.astronomerstelegram.org/?read=7635,https://dr13.sdss.org/optical/spectrum/view?plateid=525&mjd=52295&fiberid=605&run2d=26,,
MASTERJ2222,6/17/15,8/2/17,,IC 5210,22:32.9,-18:52:24.3,22:31.1,-18:52:10.88,"21 (FUV) 20 (NUV) 11 (J, H) 10 (K)",Systemic,ESO,0.023943,0.000087,0.024,0.000057,6/1/15,,,no,no,,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=51649&objname=IC%205210&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15la,6/14/15,8/25/17,,NGC 5517,14:12:51,+35:42:39.85,12:51.2,+35:42:39.20,"19 (FUV) 18 (NUV) 16 (u) 14 (g) 13 (r, i, z) 12 (J, H) 11 (K)",Host Nucleus,SDSS DR13,0.027821,0.000008,0.03,0.002179,6/16/15,,,no,no,http://www.astronomerstelegram.org/?read=7626,https://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=37266&objname=NGC%205517&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15kx,6/13/15,8/25/17,,PGC 068459,22:16:12,+37:28:26.12,16:11.9,+37:28:28.13,"22 (NUV) 12 (J) 11 (H, K)",Uncertain,2MASS,0.018019,0.000083,0.018019,0,6/18/15,,6/11/15,yes,no,http://www.astronomerstelegram.org/?read=7621,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=51480&objname=MCG%20%2B06-49-001&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PSNJ1204051,5/25/15,2/22/18,Gaia15agh,CGCG 069-037,04:05.2,+14:04:05.9,04:05.4,+14:03:56.02,"20 FUV) 18 (NUV) 17 (u) 16 (g) 15 (r, i, z) 14 (J) 13 (H, K)",Host Nucleus,SDSS DR13,0.0438507,0.0000136,0.044,0.0001493,5/28/15,,6/16/15,yes,no,http://www.astronomerstelegram.org/?read=7556,https://dr13.sdss.org/optical/spectrum/view?plateid=1764&mjd=53467&fiberid=218&run2d=26,,
ASASSN-15jt,5/23/15,2/22/18,,2MASX J13080914+2749354,13:08:09,+27:49:34.91,08:09.1,+27:49:35.4,"23 (FUV) 21 (NUV) 17 (u) 16 (g) 15 (r) 14 (i, z) 12 (J, H) 12 (K)",Host Nucleus,SDSS DR13,0.0230634,0.0000102,0.022999,0.0000644,5/27/15,,6/16/15,yes,no,http://www.astronomerstelegram.org/?read=7551,https://dr13.sdss.org/optical/spectrum/view?plateid=2242&mjd=54153&fiberid=569&run2d=26,,
PSNJ1602512,5/22/15,2/22/18,PS15aoq,UGC 10156 NED01,02:51.3,+47:13:29.0,02:49.9,+47:13:25.93,10 (1.4 GHz [milliJy]),Systemic,Updated Zwicky Catalog,0.020254,0.000127,0.020254,0,5/30/15,,7/24/15,yes,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1160251271471329000/,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=57493&objname=UGC%2010156%20NED01&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PSNJ1300323,5/21/15,8/25/17,"PS15apc, 2015M",Coma Cluster,00:32.3,+27:58:40.9,59:48.7,+27:58:50.48,,Averaged,1999MNRAS.305..259W,0.023156,0.000167,0.023,0.000156,5/26/15,,,no,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1130032321275840900/,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=133813&objname=Coma%20Cluster&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15akf,5/21/15,9/7/17,,2MASX J14171303+0721454,17:11.2,+07:21:38.4,17:13.0,+07:21:45.4,"24 (FUV) 21 (NUV) 18 (u) 16 (g) 15 (r, i, z) 13 (J, H) 12 (K)",Host Nucleus,SDSS DR13,0.0586283,0.0000112,0.06,0.0013717,5/21/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1141711231072138400/,https://dr13.sdss.org/optical/spectrum/view?plateid=1825&mjd=53504&fiberid=586&run2d=26,"possible cluster, see Kyle for details",
ASASSN-15jl,5/21/15,8/25/17,,SDSS J152241.16+505836.0,15:22:41,+50:58:35.43,22:41.2,+50:58:36.0,"19 (u) 18 (g, r) 17 (i, z)",Host Nucleus,SDSS DR13,0.0346822,0.0000096,0.034746,0.0000638,5/24/15,,,no,no,http://www.astronomerstelegram.org/?read=7527,https://dr13.sdss.org/optical/spectrum/view?plateid=1166&mjd=52751&fiberid=411&run2d=26,,
PSNJ1628383,5/21/15,8/2/17,PS15aot,NGC 6166,28:38.3,+39:32:55.9,28:38.5,+39:33:05.62,"18 (FUV) 17 (NUV) 11 (J) 12 (H, K)",Host Nucleus,SDSS DR13,0.0311876,0.0000113,0.03,0.0011876,5/17/15,,,no,no,http://star.pst.qub.ac.uk/ps1threepi/psdb/candidate/1162838331393255900/,https://dr13.sdss.org/optical/spectrum/view?plateid=5190&mjd=56077&fiberid=756&run2d=v5_9_0,,
ASASSN-15il,5/13/15,2/22/18,,2MASX J15570808-1240252,15:57:08,-12:40:23.93,57:08.1,-12:40:25.2,"13 (J) 12 (H, K)",Systemic,6dF Galaxy Survey DR3,0.023316,0.00015,0.023316,0,5/19/15,,5/17/15,yes,no,http://www.astronomerstelegram.org/?read=7491,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=313771&objname=2MASX%20J15570808-1240252&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
PS15aii,5/9/15,2/22/18,,VCC 2005,44:45.5,+09:45:34.6,44:45.6,+09:45:26.32,"19 (FUV) 18 (NUV) 17 (u) 15 (g, r) 14 (i, z) 13 (J, H) 12 (K)",Host Nucleus,SDSS DR13,0.046549,0.0000093,0.046589,0.00004,5/17/15,,5/17/15,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1124445541094534600/,https://dr13.sdss.org/optical/spectrum/view?plateid=1789&mjd=54259&fiberid=177&run2d=26,,
PS15ahs,5/7/15,8/25/17,,MCG +07-37-011,59:29.8,+43:23:24.2,59:29.8,+43:23:30.91,"14 (J) 13 (H, K)",Host Nucleus,SOAR spectra,0.0255129,0.0000408,0.03,0.0044871,5/14/15,,,yes,yes,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1175929771432324200/,None,,
PSNJ0717457,5/5/15,8/25/17,SN 2015I,NGC 2357,17:45.7,+23:20:40.6,17:41.0,+23:21:24.30,"11 (J) 10 (H, K)",Systemic,21 cm observations,0.007589,0.000007,0.007589,0,5/15/15,,,no,no,http://www.astronomerstelegram.org/?read=7476,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=14961&objname=NGC%202357&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
ASASSN-15hy,5/2/15,8/25/17,,Unlisted,10:02.4,-00:44:21.31,N/A,N/A,,Host Nucleus,Keck spectra,0.01793,0.00022,0.025,0.00707,5/11/15,,4/26/15,yes,yes,http://www.astronomerstelegram.org/?read=7450,None,"APO spectra, contaminated by starlight? one line could be H-alpha at z=0.0187",
PS15adh,4/23/15,2/22/18,,2MASX J13303174-0044033,30:32.1,-00:44:04.5,30:31.7,-00:44:03.3,"19 (u) 17 (g, r) 16 (i, z) 15 (J) 14 (H, K)",Host Nucleus,SDSS DR13,0.102757,0.0000214,0.102,0.000757,4/24/15,,5/17/15,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1133032070004404500/,https://dr13.sdss.org/optical/spectrum/view?plateid=298&mjd=51955&fiberid=294&run2d=26,,
ASASSN-15hg,4/21/15,2/22/18,,CGCG 063-098,53:48.6,+09:11:37.78,53:49.2,+09:11:37.64,"20 (FUV, NUV) 17 (u) 15 (g, r) 14 (i, z) 13 (J) 12 (H, K)",Host Nucleus,SDSS DR13,0.0299174,0.0000105,0.029771,0.0001464,4/19/15,,5/16/15,yes,no,http://www.astronomerstelegram.org/?read=7413,https://dr13.sdss.org/optical/spectrum/view?plateid=1306&mjd=52996&fiberid=46&run2d=26,,
PS15zn,4/15/15,8/30/17,,SDSS J104950.29+175255.3,49:50.2,+17:52:59.9,49:50.3,+17:52:55.3,"20 (FUV, NUV) 18 (u) 17 (g, r) 16 (i, z) 15 (J) 14 (H) 13 (K)",Host Nucleus,SDSS DR13,0.0547227,0.0000114,0.055,0.0002773,4/16/15,,,yes,no,http://star.pst.qub.ac.uk/sne/ps13pi/psdb/candidate/1104950241175259900/,https://dr13.sdss.org/optical/spectrum/view?plateid=2479&mjd=54174&fiberid=70&run2d=26,,
ASASSN-15go,4/13/15,8/2/17,,2MASX J06113048-162908,11:30.5,-16:29:03.52,11:30.5,-16:29:08,"13 (J) 12 (H, K)",Systemic,6dF Galaxy Survey DR3,0.018923,0.00015,0.018923,0,4/9/15,,,no,no,http://www.astronomerstelegram.org/?read=7349,http://ned.ipac.caltech.edu/cgi-bin/datasearch?search_type=z_id&objid=7001897&objname=2MASX%20J06113048-1629085&img_stamp=YES&hconst=73.0&omegam=0.27&omegav=0.73&corr_z=1&of=table,,
